timestamp,lane,vehicle_count,avg_speed,heavy_ratio,congestion,fuzzy_green_time,method,decision_reason
2026-07-21T13:44:40.266936+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:40.359583+08:00,LaneB,14,0.0,0.0,Low,54,fuzzy,HIGH vehicle count (14) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:40.417667+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:40.470761+08:00,LaneD,10,0.0,0.0,Low,55,fuzzy,MEDIUM vehicle count (10) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 55s
2026-07-21T13:44:40.493237+08:00,LaneA,6,41.6,0.0,Low,28,fuzzy,MEDIUM vehicle count (6) + MEDIUM speed (42km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 28s
2026-07-21T13:44:40.552575+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:40.688097+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:40.828737+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:40.909348+08:00,LaneA,6,41.6,0.0,Low,28,fuzzy,MEDIUM vehicle count (6) + MEDIUM speed (42km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 28s
2026-07-21T13:44:40.954320+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:41.035908+08:00,LaneD,11,10.6,0.0,Low,55,fuzzy,MEDIUM vehicle count (11) + SLOW speed (11km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 55s
2026-07-21T13:44:41.098779+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:41.103532+08:00,LaneB,14,0.0,0.0,Low,54,fuzzy,HIGH vehicle count (14) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:41.283428+08:00,LaneA,6,35.8,0.0,Low,28,fuzzy,MEDIUM vehicle count (6) + MEDIUM speed (36km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 28s
2026-07-21T13:44:41.299470+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:41.448390+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:41.536185+08:00,LaneD,11,10.6,0.0,Low,55,fuzzy,MEDIUM vehicle count (11) + SLOW speed (11km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 55s
2026-07-21T13:44:41.576436+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:41.666450+08:00,LaneA,7,33.9,0.0,Low,32,fuzzy,MEDIUM vehicle count (7) + MEDIUM speed (34km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 32s
2026-07-21T13:44:41.702512+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:41.786535+08:00,LaneB,14,0.0,0.0,Low,54,fuzzy,HIGH vehicle count (14) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:41.847124+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:41.975960+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:41.995257+08:00,LaneD,11,10.6,0.0,Low,55,fuzzy,MEDIUM vehicle count (11) + SLOW speed (11km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 55s
2026-07-21T13:44:42.050985+08:00,LaneA,7,33.9,0.0,Low,32,fuzzy,MEDIUM vehicle count (7) + MEDIUM speed (34km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 32s
2026-07-21T13:44:42.125562+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:42.260724+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:42.389046+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:42.419588+08:00,LaneB,15,29.0,0.0,Medium,38,fuzzy,HIGH vehicle count (15) + SLOW speed (29km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 38s
2026-07-21T13:44:42.470798+08:00,LaneA,7,33.5,0.0,Low,32,fuzzy,MEDIUM vehicle count (7) + MEDIUM speed (34km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 32s
2026-07-21T13:44:42.515069+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:42.552176+08:00,LaneD,12,11.3,0.0,Low,54,fuzzy,MEDIUM vehicle count (12) + SLOW speed (11km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:42.719871+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:42.852752+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:42.915909+08:00,LaneA,7,34.5,0.0,Low,32,fuzzy,MEDIUM vehicle count (7) + MEDIUM speed (34km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 32s
2026-07-21T13:44:42.980063+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:43.101824+08:00,LaneB,15,29.0,0.0,Medium,38,fuzzy,HIGH vehicle count (15) + SLOW speed (29km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 38s
2026-07-21T13:44:43.116983+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:43.127493+08:00,LaneD,12,11.3,0.0,Low,54,fuzzy,MEDIUM vehicle count (12) + SLOW speed (11km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:43.235214+08:00,LaneA,7,34.5,0.0,Low,32,fuzzy,MEDIUM vehicle count (7) + MEDIUM speed (34km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 32s
2026-07-21T13:44:43.313215+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:43.446379+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:43.575573+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:43.629730+08:00,LaneA,7,57.9,0.0,Low,32,fuzzy,MEDIUM vehicle count (7) + MEDIUM speed (58km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 32s
2026-07-21T13:44:43.676459+08:00,LaneD,13,11.3,0.0,Low,54,fuzzy,HIGH vehicle count (13) + SLOW speed (11km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:43.705226+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:43.843956+08:00,LaneB,16,29.0,0.0,Medium,41,fuzzy,HIGH vehicle count (16) + SLOW speed (29km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 41s
2026-07-21T13:44:43.857929+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:43.995897+08:00,LaneA,7,58.0,0.0,Low,32,fuzzy,MEDIUM vehicle count (7) + MEDIUM speed (58km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 32s
2026-07-21T13:44:44.017229+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:44.168932+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:44.197224+08:00,LaneD,13,12.2,0.0,Low,54,fuzzy,HIGH vehicle count (13) + SLOW speed (12km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:44.325598+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:44.351718+08:00,LaneA,8,58.0,0.0,Low,35,fuzzy,MEDIUM vehicle count (8) + MEDIUM speed (58km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 35s
2026-07-21T13:44:44.452236+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:44.592853+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:44.604301+08:00,LaneB,17,29.7,0.0,Medium,53,fuzzy,HIGH vehicle count (17) + SLOW speed (30km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 53s
2026-07-21T13:44:44.616269+08:00,LaneD,13,12.2,0.0,Low,54,fuzzy,HIGH vehicle count (13) + SLOW speed (12km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:44.736406+08:00,LaneA,8,40.3,0.0,Low,35,fuzzy,MEDIUM vehicle count (8) + MEDIUM speed (40km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 35s
2026-07-21T13:44:44.799110+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:44.932401+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:45.062257+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:45.098084+08:00,LaneA,8,36.5,0.0,Low,35,fuzzy,MEDIUM vehicle count (8) + MEDIUM speed (36km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 35s
2026-07-21T13:44:45.122554+08:00,LaneD,13,11.8,0.0,Low,54,fuzzy,HIGH vehicle count (13) + SLOW speed (12km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:45.194149+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:45.320791+08:00,LaneB,18,29.7,0.0,Medium,54,fuzzy,HIGH vehicle count (18) + SLOW speed (30km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:45.336606+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:45.494177+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:45.569446+08:00,LaneD,13,10.7,0.0,Low,55,fuzzy,HIGH vehicle count (13) + SLOW speed (11km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 55s
2026-07-21T13:44:45.608202+08:00,LaneA,9,36.0,0.0,Low,35,fuzzy,MEDIUM vehicle count (9) + MEDIUM speed (36km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 35s
2026-07-21T13:44:45.633568+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:45.774825+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:45.907219+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:45.953982+08:00,LaneA,9,36.5,0.0,Low,35,fuzzy,MEDIUM vehicle count (9) + MEDIUM speed (36km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 35s
2026-07-21T13:44:45.978329+08:00,LaneB,18,30.1,0.0,Medium,54,fuzzy,HIGH vehicle count (18) + MEDIUM speed (30km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:46.033666+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:46.081598+08:00,LaneD,13,10.7,0.0,Low,55,fuzzy,HIGH vehicle count (13) + SLOW speed (11km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 55s
2026-07-21T13:44:46.167402+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:46.269858+08:00,LaneA,9,39.6,0.0,Low,35,fuzzy,MEDIUM vehicle count (9) + MEDIUM speed (40km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 35s
2026-07-21T13:44:46.303241+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:46.436442+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:46.558883+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:46.576928+08:00,LaneD,13,10.7,0.0,Low,55,fuzzy,HIGH vehicle count (13) + SLOW speed (11km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 55s
2026-07-21T13:44:46.588264+08:00,LaneA,9,39.5,0.0,Low,35,fuzzy,MEDIUM vehicle count (9) + MEDIUM speed (40km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 35s
2026-07-21T13:44:46.619245+08:00,LaneB,19,28.6,0.0,Medium,54,fuzzy,HIGH vehicle count (19) + SLOW speed (29km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:46.706675+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:46.836993+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:46.946028+08:00,LaneA,9,42.0,0.0,Low,35,fuzzy,MEDIUM vehicle count (9) + MEDIUM speed (42km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 35s
2026-07-21T13:44:46.989635+08:00,LaneD,13,12.2,0.0,Low,54,fuzzy,HIGH vehicle count (13) + SLOW speed (12km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:47.000665+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:47.180660+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:47.247813+08:00,LaneB,19,28.0,0.0,Medium,54,fuzzy,HIGH vehicle count (19) + SLOW speed (28km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:47.316334+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:47.354215+08:00,LaneA,9,40.3,0.0,Low,35,fuzzy,MEDIUM vehicle count (9) + MEDIUM speed (40km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 35s
2026-07-21T13:44:47.439104+08:00,LaneD,14,12.2,0.0,Low,54,fuzzy,HIGH vehicle count (14) + SLOW speed (12km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:47.457958+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:47.588430+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:47.716648+08:00,LaneA,9,39.6,0.0,Low,35,fuzzy,MEDIUM vehicle count (9) + MEDIUM speed (40km/h) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 35s
2026-07-21T13:44:47.722620+08:00,LaneC,0,0.0,0.0,Low,15,fuzzy,LOW vehicle count (0) + SLOW speed (0km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 15s
2026-07-21T13:44:47.841049+08:00,LaneB,19,27.3,0.0,Medium,54,fuzzy,HIGH vehicle count (19) + SLOW speed (27km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
2026-07-21T13:44:47.870790+08:00,LaneD,14,11.8,0.0,Low,54,fuzzy,HIGH vehicle count (14) + SLOW speed (12km/h → congested) + LOW heavy-vehicle ratio (0%) → [FUZZY] decided green_time = 54s
